kind,matsubara_index,temperature_K,q_magnitude,q_phi,nk,delta0,eta,deg_tol,denominator_mode,num_subspaces_minus,num_subspaces_plus,max_subspace_dimension_minus,max_subspace_dimension_plus,near_degenerate_group_count,eigenstate_overlap_offdiag_norm,eigenstate_overlap_diagonal_error,projector_overlap_error,projector_trace_defect,subspace_mixing_norm,unmatched_subspace_weight,possible_band_phase_or_order_issue,possible_true_subspace_mixing,near_degenerate_count,min_abs_energy_diff,near_degenerate_weight_raw,near_degenerate_weight_stable,denominator_regularization_delta,stable_denominator_changed_response_norm,stable_denominator_improves_continuity,error_to_local_sigma,error_to_K_para,error_to_K_total,error_to_K_total_over_omega,error_to_normal_kubo_sigma,best_match_component,small_q_relative_error,diagnostic_status,gauge_status,final_casimir_input,not_final_Casimir_conclusion,notes
normal,1,30.0,0.0001,0.0,6,0.04,0.0001,1e-08,raw,4,4,1,1,0,0.0010052661451325886,2.5215291532543205e-07,5.043057670350848e-07,1.3322676295501878e-15,0.0007101448912926448,0.0,False,False,0,4.674899206635885e-07,0.0,0.0,0.0,0.0,False,2.7721315275266534e-05,nan,nan,nan,2.7721315275266534e-05,local_sigma,2.7721315275266534e-05,small_q_continuity_candidate,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.7853981634,8,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.0009474394522336259,1.1208401007323232e-07,2.2416800771196677e-07,1.9984014443252818e-15,0.0004734638383735731,0.0,False,False,64,0.0,0.0,0.0,1.2937963426953246e-21,0.0,False,0.6297370218058082,60.56388248410301,21.794825820187516,0.6297370218058082,nan,local_sigma,0.6297370218058082,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.7853981634,8,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.0009474394522336259,1.1208401007323232e-07,2.2416800771196677e-07,1.9984014443252818e-15,0.0004734638383735731,0.0,False,False,64,0.0,0.0,0.0,1.2937963426953246e-21,0.0,False,0.6297370218058082,60.56388248410301,21.794825820187516,0.6297370218058082,nan,local_sigma,0.6297370218058082,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.7853981634,8,0.04,0.0001,1e-06,stable,8,8,1,1,0,0.0009474394522336259,1.1208401007323232e-07,2.2416800771196677e-07,1.9984014443252818e-15,0.0004734638383735731,0.0,False,False,64,0.0,0.0,0.0,1.2937963426953246e-21,0.0,False,0.6297370218058082,60.56388248410301,21.794825820187516,0.6297370218058082,nan,local_sigma,0.6297370218058082,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.0,8,0.04,0.0001,1e-08,raw,8,8,1,1,0,0.0036272123840807857,1.6442771364477693e-06,3.288551569280429e-06,2.220446049250313e-15,0.0018134363975870556,0.0,False,False,0,4.322005493440084e-06,0.0,0.0,0.0,0.0,False,0.6297367593829802,60.56392611734097,21.794841975959766,0.6297367593829802,nan,local_sigma,0.6297367593829802,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.0,8,0.04,0.0001,1e-08,stable,8,8,1,1,0,0.0036272123840807857,1.6442771364477693e-06,3.288551569280429e-06,2.220446049250313e-15,0.0018134363975870556,0.0,False,False,0,4.322005493440084e-06,0.0,0.0,0.0,0.0,False,0.6297367593829802,60.56392611734097,21.794841975959766,0.6297367593829802,nan,local_sigma,0.6297367593829802,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.0,8,0.04,0.0001,1e-07,raw,8,8,1,1,0,0.0036272123840807857,1.6442771364477693e-06,3.288551569280429e-06,2.220446049250313e-15,0.0018134363975870556,0.0,False,False,0,4.322005493440084e-06,0.0,0.0,0.0,0.0,False,0.6297367593829802,60.56392611734097,21.794841975959766,0.6297367593829802,nan,local_sigma,0.6297367593829802,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.0,8,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.0036272123840807857,1.6442771364477693e-06,3.288551569280429e-06,2.220446049250313e-15,0.0018134363975870556,0.0,False,False,0,4.322005493440084e-06,0.0,0.0,0.0,0.0,False,0.6297367593829802,60.56392611734097,21.794841975959766,0.6297367593829802,nan,local_sigma,0.6297367593829802,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.0,8,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.0036272123840807857,1.6442771364477693e-06,3.288551569280429e-06,2.220446049250313e-15,0.0018134363975870556,0.0,False,False,0,4.322005493440084e-06,0.0,0.0,0.0,0.0,False,0.6297367593829802,60.56392611734097,21.794841975959766,0.6297367593829802,nan,local_sigma,0.6297367593829802,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.0,8,0.04,0.0001,1e-06,stable,8,8,1,1,0,0.0036272123840807857,1.6442771364477693e-06,3.288551569280429e-06,2.220446049250313e-15,0.0018134363975870556,0.0,False,False,0,4.322005493440084e-06,0.0,0.0,0.0,0.0,False,0.6297367593829802,60.56392611734097,21.794841975959766,0.6297367593829802,nan,local_sigma,0.6297367593829802,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-08,raw,8,8,1,1,0,0.004737229704650798,2.8021424309798704e-06,5.604277010018421e-06,2.220446049250313e-15,0.002367335423709253,0.0,False,False,64,0.0,0.0,0.0,1.2938201019618018e-21,0.0,False,0.6297367593849496,60.5639261170014,21.794841975833954,0.6297367593849496,nan,local_sigma,0.6297367593849496,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-08,stable,8,8,1,1,0,0.004737229704650798,2.8021424309798704e-06,5.604277010018421e-06,2.220446049250313e-15,0.002367335423709253,0.0,False,False,64,0.0,0.0,0.0,1.2938201019618018e-21,0.0,False,0.6297367593849496,60.5639261170014,21.794841975833954,0.6297367593849496,nan,local_sigma,0.6297367593849496,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-07,raw,8,8,1,1,0,0.004737229704650798,2.8021424309798704e-06,5.604277010018421e-06,2.220446049250313e-15,0.002367335423709253,0.0,False,False,64,0.0,0.0,0.0,1.2938201019618018e-21,0.0,False,0.6297367593849496,60.5639261170014,21.794841975833954,0.6297367593849496,nan,local_sigma,0.6297367593849496,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.004737229704650798,2.8021424309798704e-06,5.604277010018421e-06,2.220446049250313e-15,0.002367335423709253,0.0,False,False,64,0.0,0.0,0.0,1.2938201019618018e-21,0.0,False,0.6297367593849496,60.5639261170014,21.794841975833954,0.6297367593849496,nan,local_sigma,0.6297367593849496,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.004737229704650798,2.8021424309798704e-06,5.604277010018421e-06,2.220446049250313e-15,0.002367335423709253,0.0,False,False,64,0.0,0.0,0.0,1.2938201019618018e-21,0.0,False,0.6297367593849496,60.5639261170014,21.794841975833954,0.6297367593849496,nan,local_sigma,0.6297367593849496,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-06,stable,8,8,1,1,0,0.004737229704650798,2.8021424309798704e-06,5.604277010018421e-06,2.220446049250313e-15,0.002367335423709253,0.0,False,False,64,0.0,0.0,0.0,1.2938201019618018e-21,0.0,False,0.6297367593849496,60.5639261170014,21.794841975833954,0.6297367593849496,nan,local_sigma,0.6297367593849496,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.0,8,0.04,0.0001,1e-08,raw,8,8,1,1,0,0.007254537933069253,6.577330044277296e-06,1.315461682738217e-05,2.220446049250313e-15,0.003626929393877308,0.0,False,False,0,8.6440309076119e-06,0.0,0.0,0.0,0.0,False,0.6297359392478044,60.564062481968385,21.794892466732612,0.6297359392478044,nan,local_sigma,0.6297359392478044,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.0,8,0.04,0.0001,1e-08,stable,8,8,1,1,0,0.007254537933069253,6.577330044277296e-06,1.315461682738217e-05,2.220446049250313e-15,0.003626929393877308,0.0,False,False,0,8.6440309076119e-06,0.0,0.0,0.0,0.0,False,0.6297359392478044,60.564062481968385,21.794892466732612,0.6297359392478044,nan,local_sigma,0.6297359392478044,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.0,8,0.04,0.0001,1e-07,raw,8,8,1,1,0,0.007254537933069253,6.577330044277296e-06,1.315461682738217e-05,2.220446049250313e-15,0.003626929393877308,0.0,False,False,0,8.6440309076119e-06,0.0,0.0,0.0,0.0,False,0.6297359392478044,60.564062481968385,21.794892466732612,0.6297359392478044,nan,local_sigma,0.6297359392478044,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.0,8,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.007254537933069253,6.577330044277296e-06,1.315461682738217e-05,2.220446049250313e-15,0.003626929393877308,0.0,False,False,0,8.6440309076119e-06,0.0,0.0,0.0,0.0,False,0.6297359392478044,60.564062481968385,21.794892466732612,0.6297359392478044,nan,local_sigma,0.6297359392478044,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.0,8,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.007254537933069253,6.577330044277296e-06,1.315461682738217e-05,2.220446049250313e-15,0.003626929393877308,0.0,False,False,0,8.6440309076119e-06,0.0,0.0,0.0,0.0,False,0.6297359392478044,60.564062481968385,21.794892466732612,0.6297359392478044,nan,local_sigma,0.6297359392478044,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.0,8,0.04,0.0001,1e-06,stable,8,8,1,1,0,0.007254537933069253,6.577330044277296e-06,1.315461682738217e-05,2.220446049250313e-15,0.003626929393877308,0.0,False,False,0,8.6440309076119e-06,0.0,0.0,0.0,0.0,False,0.6297359392478044,60.564062481968385,21.794892466732612,0.6297359392478044,nan,local_sigma,0.6297359392478044,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-08,raw,8,8,1,1,0,0.009474662178116301,1.1209097165010284e-05,2.2418068686080872e-05,2.4424906541753444e-15,0.004734772294962108,0.0,False,False,64,0.0,0.0,0.0,1.3014643810954226e-21,0.0,False,0.6297359392793129,60.564062476535206,21.794892464719588,0.6297359392793129,nan,local_sigma,0.6297359392793129,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-08,stable,8,8,1,1,0,0.009474662178116301,1.1209097165010284e-05,2.2418068686080872e-05,2.4424906541753444e-15,0.004734772294962108,0.0,False,False,64,0.0,0.0,0.0,1.3014643810954226e-21,0.0,False,0.6297359392793129,60.564062476535206,21.794892464719588,0.6297359392793129,nan,local_sigma,0.6297359392793129,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-07,raw,8,8,1,1,0,0.009474662178116301,1.1209097165010284e-05,2.2418068686080872e-05,2.4424906541753444e-15,0.004734772294962108,0.0,False,False,64,0.0,0.0,0.0,1.3014643810954226e-21,0.0,False,0.6297359392793129,60.564062476535206,21.794892464719588,0.6297359392793129,nan,local_sigma,0.6297359392793129,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.009474662178116301,1.1209097165010284e-05,2.2418068686080872e-05,2.4424906541753444e-15,0.004734772294962108,0.0,False,False,64,0.0,0.0,0.0,1.3014643810954226e-21,0.0,False,0.6297359392793129,60.564062476535206,21.794892464719588,0.6297359392793129,nan,local_sigma,0.6297359392793129,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.009474662178116301,1.1209097165010284e-05,2.2418068686080872e-05,2.4424906541753444e-15,0.004734772294962108,0.0,False,False,64,0.0,0.0,0.0,1.3014643810954226e-21,0.0,False,0.6297359392793129,60.564062476535206,21.794892464719588,0.6297359392793129,nan,local_sigma,0.6297359392793129,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-06,stable,8,8,1,1,0,0.009474662178116301,1.1209097165010284e-05,2.2418068686080872e-05,2.4424906541753444e-15,0.004734772294962108,0.0,False,False,64,0.0,0.0,0.0,1.3014643810954226e-21,0.0,False,0.6297359392793129,60.564062476535206,21.794892464719588,0.6297359392793129,nan,local_sigma,0.6297359392793129,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.0,8,0.04,0.0001,1e-08,raw,8,8,1,1,0,0.03629079420964159,0.00016461050652283316,0.00032919391642660667,2.220446049250313e-15,0.01814370183907883,0.0,True,False,0,4.3223341871234666e-05,0.0,0.0,0.0,0.0,False,0.6297096437622188,60.56843477252011,21.796511364833282,0.6297096437622188,nan,local_sigma,0.6297096437622188,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.0,8,0.04,0.0001,1e-08,stable,8,8,1,1,0,0.03629079420964159,0.00016461050652283316,0.00032919391642660667,2.220446049250313e-15,0.01814370183907883,0.0,True,False,0,4.3223341871234666e-05,0.0,0.0,0.0,0.0,False,0.6297096437622188,60.56843477252011,21.796511364833282,0.6297096437622188,nan,local_sigma,0.6297096437622188,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.0,8,0.04,0.0001,1e-07,raw,8,8,1,1,0,0.03629079420964159,0.00016461050652283316,0.00032919391642660667,2.220446049250313e-15,0.01814370183907883,0.0,True,False,0,4.3223341871234666e-05,0.0,0.0,0.0,0.0,False,0.6297096437622188,60.56843477252011,21.796511364833282,0.6297096437622188,nan,local_sigma,0.6297096437622188,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.0,8,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.03629079420964159,0.00016461050652283316,0.00032919391642660667,2.220446049250313e-15,0.01814370183907883,0.0,True,False,0,4.3223341871234666e-05,0.0,0.0,0.0,0.0,False,0.6297096437622188,60.56843477252011,21.796511364833282,0.6297096437622188,nan,local_sigma,0.6297096437622188,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.0,8,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.03629079420964159,0.00016461050652283316,0.00032919391642660667,2.220446049250313e-15,0.01814370183907883,0.0,True,False,0,4.3223341871234666e-05,0.0,0.0,0.0,0.0,False,0.6297096437622188,60.56843477252011,21.796511364833282,0.6297096437622188,nan,local_sigma,0.6297096437622188,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.0,8,0.04,0.0001,1e-06,stable,8,8,1,1,0,0.03629079420964159,0.00016461050652283316,0.00032919391642660667,2.220446049250313e-15,0.01814370183907883,0.0,True,False,0,4.3223341871234666e-05,0.0,0.0,0.0,0.0,False,0.6297096437622188,60.56843477252011,21.796511364833282,0.6297096437622188,nan,local_sigma,0.6297096437622188,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-08,raw,8,8,1,1,0,0.04740574125332451,0.0002806494871195886,0.0005612202101046293,2.220446049250313e-15,0.023690086747479144,0.0,True,False,64,5.551115123125783e-17,0.0,0.0,1.0155267450873491e-20,0.0,False,0.6297096635011542,60.56843136852268,21.796510103632354,0.6297096635011542,nan,local_sigma,0.6297096635011542,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-08,stable,8,8,1,1,0,0.04740574125332451,0.0002806494871195886,0.0005612202101046293,2.220446049250313e-15,0.023690086747479144,0.0,True,False,64,5.551115123125783e-17,0.0,0.0,1.0155267450873491e-20,0.0,False,0.6297096635011542,60.56843136852268,21.796510103632354,0.6297096635011542,nan,local_sigma,0.6297096635011542,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-07,raw,8,8,1,1,0,0.04740574125332451,0.0002806494871195886,0.0005612202101046293,2.220446049250313e-15,0.023690086747479144,0.0,True,False,64,5.551115123125783e-17,0.0,0.0,1.0155267450873491e-20,0.0,False,0.6297096635011542,60.56843136852268,21.796510103632354,0.6297096635011542,nan,local_sigma,0.6297096635011542,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.04740574125332451,0.0002806494871195886,0.0005612202101046293,2.220446049250313e-15,0.023690086747479144,0.0,True,False,64,5.551115123125783e-17,0.0,0.0,1.0155267450873491e-20,0.0,False,0.6297096635011542,60.56843136852268,21.796510103632354,0.6297096635011542,nan,local_sigma,0.6297096635011542,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.04740574125332451,0.0002806494871195886,0.0005612202101046293,2.220446049250313e-15,0.023690086747479144,0.0,True,False,64,5.551115123125783e-17,0.0,0.0,1.0155267450873491e-20,0.0,False,0.6297096635011542,60.56843136852268,21.796510103632354,0.6297096635011542,nan,local_sigma,0.6297096635011542,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
